MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
3.2745586517181757,17.716128542942194,2.7779953191822266,0.9933844770266012,1139.0599091727338,0.8073007028646004,13.813903966006436,-49.666944666464936
5.701232514588022,11.348572451045298,3.3193287160110816,0.9386462827802177,1051.0093772731211,0.7069713349111276,14.002824828111686,-49.61469515151802
3.804149901535072,29.086764421329512,2.6927318091929213,0.971389785715448,1083.1754387419833,0.5688399740820042,13.639241282173277,-50.15896093221512
2.63760321512416,10.893747015909804,2.3494536523935623,0.8965286362208628,954.1862831547278,0.9190838196107944,12.965542358816815,-48.78305703861283
2.4458476694517497,20.44508115375515,2.708967748811244,1.0650467527781495,830.3956829563792,0.7900882495718702,13.949356659591333,-49.72790243390301
2.834088460654594,23.174033764568108,2.3165391517974023,0.9120805709512546,970.1068590332555,0.9198773751078073,12.224117088667905,-48.33893616156399
3.5200300743495587,13.167874191587268,2.3191287186164047,1.0004052858060104,1403.5364145833787,0.7302167758473956,12.370263415956874,-48.42166456022995
4.850021674425574,21.354732024026138,2.992481608417076,1.0335426308157432,871.0093969322154,0.6912964054860329,12.445118851885367,-48.97899271966379
4.9844127175342505,12.258223321316283,3.2657420905262327,1.038109307399084,1138.4100897491205,0.6821289089950768,12.359569782252802,-48.61324611503533
3.7804338351041293,29.086764421329512,2.7896501556305964,1.0410724007018193,718.6267420948782,0.6844026326682179,13.642805826741302,-50.071878407303586
6.110148850884508,9.529270710503328,3.669388444118049,0.9606898203828051,965.5581230679619,0.7370408573752507,12.612652446582478,-49.29248980934533
4.922926619379953,7.7099689699613565,3.303721462825111,1.1092815927870048,1337.5797430866207,0.8053459441489945,11.99242169174637,-47.890461158269574
3.2230049232657265,19.990255718619657,3.087520592494387,1.0326699302132278,922.6700411094789,0.8625850137077016,13.500224044020356,-49.42746772295821
3.0686140064716967,19.990255718619657,2.395873755208068,0.9288399482345738,698.8072496746702,0.8269177869368587,12.377392505092919,-48.39553980275649
5.03522320743758,13.167874191587268,3.2033616228948514,1.020737793380473,1030.8649751411065,0.7557838322684002,12.241939811508024,-48.16477111174091
2.766521319825696,17.261303107806704,2.7629342331719218,1.0002382160214687,925.9191382275458,0.6095047249990537,14.127583887992513,-49.810630832568975
3.9473246729515057,8.619619840232343,2.7420368114120013,1.0739203442189555,1078.9516124884963,0.5998333775734589,13.735483985509916,-49.6930694239384
4.7539412001668815,10.893747015909804,3.359846447979625,1.0538720543803872,805.0527254354575,0.7628064142761425,13.304174092779059,-49.03995048710187
2.9183446852682287,29.086764421329512,2.5035589288831663,0.9944091328794894,620.1790994174514,0.6189376279312035,12.794444219551682,-48.67420388247341
4.759751974278167,21.809557459161628,2.8764551744880413,0.9447453445098255,799.5292603347438,0.7881002340343726,12.323924336572565,-48.19524999545995
3.1761808946713006,24.538510069974585,2.641465617805504,0.9472882135068094,963.6086647971217,0.8658990211638019,12.263327078916165,-48.33893616156399
5.146236019819459,15.896826802400225,3.2676012526684346,0.9997601134445709,1191.6952824854175,0.7068827734501354,12.192036187555694,-48.21266650044226
4.376916554341634,29.086764421329512,2.497496058398356,1.0805927592029099,960.0346579672482,0.4897827201994756,13.649934915877349,-50.15896093221512
3.7309071208765476,20.899906588890644,3.0066705177387183,0.9365681750537987,1157.9046724575219,0.8500127611304128,12.327488881140589,-48.108167470548416
3.985567674660661,15.442001367264732,3.107375024801193,1.0295500255592362,778.410129067309,0.7075918977199385,13.863807589958766,-50.32877185579262
4.5933341064165925,11.803397886180791,3.113588779913781,0.9364468768879551,1389.5652969756911,0.7855912946394558,13.97787301613552,-49.67565291895609
3.5046923333813993,7.255143534825863,2.959814642511824,1.133631438075256,1066.9299531516488,0.6520505774585745,12.006679870018464,-47.912231789497454
6.617307809946211,12.713048756451776,3.482710119018547,1.0133832468976427,1066.6050434398421,0.6378712063116887,13.664193094149443,-50.041399523584545
4.826305607994631,25.44816094024557,3.2082552824393225,0.9789721466211266,851.1899045120074,0.8328303030604899,13.731919440941892,-49.98044175614647
3.081181494665871,22.719208329432615,2.77711658393506,0.9899781629134229,925.9191382275458,0.90694955723081,12.345311603980708,-47.92964829447977
3.738677342071871,21.809557459161628,2.932761189417072,0.9599786817875315,916.4967565851518,0.6566532787411357,13.935098481319239,-49.70177767642955
4.37968680711562,11.803397886180791,2.789877680852203,0.9208232873773421,869.7097580849886,0.6489058145876793,12.188471642987668,-48.14300048051303
4.914615861057999,17.261303107806704,3.4402435587496694,0.9635128943564595,939.2404364116201,0.7244936248859078,13.920840303047141,-49.71048592892071
3.318071890411985,19.080604848348674,2.3500332834065856,0.9875411589482728,819.6736624667585,0.5461992433226817,12.216987999531858,-48.30845727784496
5.497179749284752,19.080604848348674,3.293038799691652,0.9758589142099072,1323.6086254789332,0.7768083207292226,12.227681633235928,-48.156062859249765
